Site_ID,Site,Cluster_3,SEIS_SCR,FWI_SCR,FLOOD_SCR,RUSLE_SCR,ELSUS_SCR,ASSET_SCR,Rusle_MTH,ELSUS_MTH,Material_general,WLC_RISK2
SITE_0226,Tomb of Sashnova,1,3,1,1,5,1,7,Direct,Direct,Earthwork (earthen burial mound),2.958077232310229
SITE_0227,Golyama Arsenalka tomb,1,3,1,1,1,1,7,Direct,Direct,Earthwork (earthen burial mound),2.605701295295803
SITE_0228,Mezideva Fortress,2,3,1,1,1,7,1,Direct,Direct,Mortared stone masonry,4.090775658639505
SITE_0229,Ostrusha tomb,3,3,1,1,5,3,7,Direct,Direct,Earthwork (earthen burial mound),3.182193800465166
SITE_0230,Sarafova Mogila,1,3,1,1,1,3,7,Direct,Direct,Earthwork (earthen burial mound),2.853491360721569
SITE_0231,Tomb of Helvetia,1,3,1,1,,3,7,Urban excl. ,Direct,Earthwork (earthen burial mound),3.032546478163639
SITE_0232,Tomb of Malka Kosmatka,1,3,1,1,5,3,7,Direct,Direct,Earthwork (earthen burial mound),3.205867297735995
SITE_0233,Tomb of Seuthes III,1,3,1,1,5,3,7,Direct,Direct,Earthwork (earthen burial mound),3.205867297735995
SITE_0234,Tomb of Shushmanets,3,3,1,1,,7,7,Urban excl.,Direct,Earthwork (earthen burial mound),5.029656261296402
SITE_0235,Tomb of Svetitzata,1,3,1,1,5,1,7,Direct,Direct,Earthwork (earthen burial mound),2.958077232310229
SITE_0236,Tomb of The Griffins,1,3,1,1,3,3,7,Direct,Direct,Earthwork (earthen burial mound),3.029679329228782
SITE_0237,Augusta Traiana Vereia,1,5,3,1,,1,1,Urban excl.,Direct,Mortared stone masonry,2.933462138981770
SITE_0238,Neolithic dwellings,1,5,1,1,,7,9,Urban excl.,Direct,Earthwork / earthen architecture,4.592599616434840
SITE_0239,Bereket Mound,1,5,1,1,1,1,9,Direct,Direct,Earthwork / earthen architecture,3.532743006117818
SITE_0240,Roman mineral baths,1,3,1,1,,3,1,Urban excl.,Direct,Mortared stone masonry,1.916215015126346
SITE_0241,Fortress Zemlen,1,7,9,1,3,1,1,Direct,Direct,Mortared stone masonry,5.290171398603068
SITE_0242,Cheir maj Kaleto,1,9,9,5,3,3,1,Direct,Direct,Mortared stone masonry,6.248210055933721
SITE_0243,Hisara Fortress,1,9,9,3,,5,1,Other excl.,Direct,Mortared stone masonry,6.766541425750199
SITE_0244,Monastery of St. Athanasius the Great,1,9,9,5,,3,3,Urban excl.,Direct,Mortared mixed masonry (stone + brick),6.934111395497506
SITE_0245,Kaleto Fortress Bolyarovo,1,1,9,1,1,3,1,Direct,Direct,Mortared stone masonry,3.598637739766253
SITE_0246,Ancient Kabile,1,3,7,5,1,3,1,Direct,Direct,Mortared stone masonry,3.721174413086020
SITE_0247,Roman residence,1,1,9,1,5,1,1,Direct,Direct,Mortared stone masonry,3.703223611354913
SITE_0248,Malkoto Kale Fortress,1,1,9,1,1,5,1,Direct,Direct,Mortared stone masonry,3.846427805192019
SITE_0249,Dabilin Fortress,1,3,7,7,,1,1,Urban excl.,Direct,Mortared stone masonry,3.779510871244258
SITE_0250,Zaychi Vrah,3,3,7,3,5,7,1,Direct,Direct,Mortared stone masonry,5.362049483997320
